Timestamp,Datei,Shot,Von,Nach,Delta
2025-04-18T01:57:50.391544Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_b5ed.json,11,3,1,2
2025-04-18T01:57:50.396575Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_b5ed.json,14,3,1,2
2025-04-18T01:57:50.411612Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_b96f.json,2,1,3,2
2025-04-18T01:57:50.421441Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_b96f.json,9,3,1,2
2025-04-18T01:57:50.427106Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_b96f.json,13,1,3,2
2025-04-18T01:57:50.460684Z,quantum_log_Governance und Politik_act_nq4_20250418035750_61c7.json,13,1,3,2
2025-04-18T01:57:50.461684Z,quantum_log_Governance und Politik_act_nq4_20250418035750_61c7.json,14,3,0,3
2025-04-18T01:57:50.480460Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_e731.json,5,4,2,2
2025-04-18T01:57:50.481966Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_e731.json,6,2,0,2
2025-04-18T01:57:50.483968Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_e731.json,7,0,2,2
2025-04-18T01:57:50.508362Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,2,2,0,2
2025-04-18T01:57:50.509374Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,3,0,4,4
2025-04-18T01:57:50.513605Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,6,4,2,2
2025-04-18T01:57:50.517276Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,8,3,0,3
2025-04-18T01:57:50.520488Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,10,0,3,3
2025-04-18T01:57:50.524599Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,12,2,4,2
2025-04-18T01:57:50.525608Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_6fcf.json,13,4,2,2
2025-04-18T01:57:50.542670Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_9f26.json,3,1,4,3
2025-04-18T01:57:50.543669Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_9f26.json,4,4,1,3
2025-04-18T01:57:50.553717Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_9f26.json,11,2,4,2
2025-04-18T01:57:50.557313Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_9f26.json,13,4,2,2
2025-04-18T01:57:50.575466Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035750_4f14.json,4,0,2,2
2025-04-18T01:57:50.576486Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035750_4f14.json,5,2,0,2
2025-04-18T01:57:50.579618Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035750_4f14.json,7,0,2,2
2025-04-18T01:57:50.588737Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035750_4f14.json,13,0,4,4
2025-04-18T01:57:50.589736Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035750_4f14.json,14,4,2,2
2025-04-18T01:57:50.606924Z,quantum_log_Cortex Creativus_act_nq4_20250418035750_c0bf.json,4,1,3,2
2025-04-18T01:57:50.607972Z,quantum_log_Cortex Creativus_act_nq4_20250418035750_c0bf.json,5,3,1,2
2025-04-18T01:57:50.609300Z,quantum_log_Cortex Creativus_act_nq4_20250418035750_c0bf.json,6,1,4,3
2025-04-18T01:57:50.614356Z,quantum_log_Cortex Creativus_act_nq4_20250418035750_c0bf.json,9,3,0,3
2025-04-18T01:57:50.621597Z,quantum_log_Cortex Creativus_act_nq4_20250418035750_c0bf.json,14,1,3,2
2025-04-18T01:57:50.636790Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035750_3843.json,4,3,1,2
2025-04-18T01:57:50.664173Z,quantum_log_Cortex Criticus_act_nq4_20250418035750_bd9f.json,1,4,2,2
2025-04-18T01:57:50.685429Z,quantum_log_Cortex Criticus_act_nq4_20250418035750_bd9f.json,14,1,3,2
2025-04-18T01:57:50.697427Z,quantum_log_Limbus Affektus_act_nq4_20250418035750_47b1.json,1,1,3,2
2025-04-18T01:57:50.715568Z,quantum_log_Limbus Affektus_act_nq4_20250418035750_47b1.json,13,1,3,2
2025-04-18T01:57:50.716978Z,quantum_log_Limbus Affektus_act_nq4_20250418035750_47b1.json,14,3,1,2
2025-04-18T01:57:50.746268Z,quantum_log_Meta Cognitio_act_nq4_20250418035750_e1a5.json,11,2,0,2
2025-04-18T01:57:50.748309Z,quantum_log_Meta Cognitio_act_nq4_20250418035750_e1a5.json,12,0,3,3
2025-04-18T01:57:50.768537Z,quantum_log_Cortex Socialis_act_nq4_20250418035750_2e4f.json,4,3,1,2
2025-04-18T01:57:50.770711Z,quantum_log_Cortex Socialis_act_nq4_20250418035750_2e4f.json,5,1,3,2
2025-04-18T01:57:50.771711Z,quantum_log_Cortex Socialis_act_nq4_20250418035750_2e4f.json,6,3,1,2
2025-04-18T01:57:50.773711Z,quantum_log_Cortex Socialis_act_nq4_20250418035750_2e4f.json,7,1,3,2
2025-04-18T01:57:50.775095Z,quantum_log_Cortex Socialis_act_nq4_20250418035750_2e4f.json,8,3,1,2
2025-04-18T01:57:50.810257Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035750_5b7f.json,8,1,4,3
2025-04-18T01:57:50.813257Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035750_5b7f.json,10,4,0,4
2025-04-18T01:57:50.815514Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035750_5b7f.json,11,0,2,2
2025-04-18T01:57:50.835797Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_7b4a.json,3,2,4,2
2025-04-18T01:57:50.837317Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_7b4a.json,4,4,2,2
2025-04-18T01:57:50.843317Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_7b4a.json,9,0,2,2
2025-04-18T01:57:50.846572Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_7b4a.json,10,2,4,2
2025-04-18T01:57:50.847833Z,quantum_log_Ethik und Moral_act_nq4_20250418035750_7b4a.json,11,4,2,2
2025-04-18T01:57:50.870604Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_8268.json,5,1,3,2
2025-04-18T01:57:50.879637Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_8268.json,11,1,3,2
2025-04-18T01:57:50.880637Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035750_8268.json,12,3,1,2
2025-04-18T01:57:50.898736Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,3,2,0,2
2025-04-18T01:57:50.900736Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,4,0,2,2
2025-04-18T01:57:50.901737Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,5,2,4,2
2025-04-18T01:57:50.903906Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,6,4,0,4
2025-04-18T01:57:50.905413Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,7,0,2,2
2025-04-18T01:57:50.910461Z,quantum_log_Governance und Politik_act_nq4_20250418035750_b092.json,11,1,3,2
2025-04-18T01:57:50.928546Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_4cc8.json,1,0,2,2
2025-04-18T01:57:50.933054Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_4cc8.json,4,4,1,3
2025-04-18T01:57:50.944834Z,quantum_log_Synergien und Integration_act_nq4_20250418035750_4cc8.json,12,3,1,2
2025-04-18T01:57:50.959638Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,1,0,4,4
2025-04-18T01:57:50.962638Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,3,4,0,4
2025-04-18T01:57:50.969314Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,7,1,4,3
2025-04-18T01:57:50.970466Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,8,4,0,4
2025-04-18T01:57:50.971465Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,9,0,2,2
2025-04-18T01:57:50.973464Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,10,2,0,2
2025-04-18T01:57:50.976378Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,12,1,4,3
2025-04-18T01:57:50.977484Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,13,4,0,4
2025-04-18T01:57:50.978492Z,quantum_log_Technologie und Innovation_act_nq4_20250418035750_a182.json,14,0,3,3
2025-04-18T01:57:51.001081Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,8,3,1,2
2025-04-18T01:57:51.003522Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,9,1,3,2
2025-04-18T01:57:51.006659Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,11,3,0,3
2025-04-18T01:57:51.007790Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,12,0,3,3
2025-04-18T01:57:51.007790Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,13,3,0,3
2025-04-18T01:57:51.010673Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035750_4bae.json,14,0,2,2
2025-04-18T01:57:51.027004Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,4,2,4,2
2025-04-18T01:57:51.029024Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,5,4,1,3
2025-04-18T01:57:51.030024Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,6,1,3,2
2025-04-18T01:57:51.031024Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,7,3,1,2
2025-04-18T01:57:51.038561Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,11,3,1,2
2025-04-18T01:57:51.039561Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,12,1,3,2
2025-04-18T01:57:51.040561Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,13,3,1,2
2025-04-18T01:57:51.042964Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_0c05.json,14,1,3,2
2025-04-18T01:57:51.058177Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_e3ca.json,3,1,3,2
2025-04-18T01:57:51.061177Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_e3ca.json,5,2,0,2
2025-04-18T01:57:51.063177Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_e3ca.json,6,0,3,3
2025-04-18T01:57:51.138873Z,quantum_log_Cortex Criticus_act_nq4_20250418035751_8578.json,14,2,0,2
2025-04-18T01:57:51.157427Z,quantum_log_Limbus Affektus_act_nq4_20250418035751_d627.json,5,2,0,2
2025-04-18T01:57:51.159872Z,quantum_log_Limbus Affektus_act_nq4_20250418035751_d627.json,6,0,2,2
2025-04-18T01:57:51.223353Z,quantum_log_Cortex Socialis_act_nq4_20250418035751_e888.json,2,3,1,2
2025-04-18T01:57:51.232895Z,quantum_log_Cortex Socialis_act_nq4_20250418035751_e888.json,9,1,3,2
2025-04-18T01:57:51.238928Z,quantum_log_Cortex Socialis_act_nq4_20250418035751_e888.json,13,4,2,2
2025-04-18T01:57:51.268374Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035751_b4dc.json,8,3,1,2
2025-04-18T01:57:51.292540Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_1ca8.json,1,1,3,2
2025-04-18T01:57:51.296547Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_1ca8.json,4,1,3,2
2025-04-18T01:57:51.298553Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_1ca8.json,5,3,1,2
2025-04-18T01:57:51.304272Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_1ca8.json,9,1,3,2
2025-04-18T01:57:51.328505Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_d932.json,3,2,4,2
2025-04-18T01:57:51.329512Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_d932.json,4,4,1,3
2025-04-18T01:57:51.336327Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_d932.json,8,2,0,2
2025-04-18T01:57:51.337362Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_d932.json,9,0,3,3
2025-04-18T01:57:51.361366Z,quantum_log_Governance und Politik_act_nq4_20250418035751_3a04.json,4,2,4,2
2025-04-18T01:57:51.362560Z,quantum_log_Governance und Politik_act_nq4_20250418035751_3a04.json,5,4,1,3
2025-04-18T01:57:51.388761Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_8a4b.json,1,0,2,2
2025-04-18T01:57:51.396675Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_8a4b.json,6,4,2,2
2025-04-18T01:57:51.397772Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_8a4b.json,7,2,0,2
2025-04-18T01:57:51.398782Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_8a4b.json,8,0,2,2
2025-04-18T01:57:51.404139Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_8a4b.json,12,0,4,4
2025-04-18T01:57:51.420305Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_df23.json,1,3,1,2
2025-04-18T01:57:51.426373Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_df23.json,5,0,2,2
2025-04-18T01:57:51.436619Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_df23.json,12,1,3,2
2025-04-18T01:57:51.439749Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_df23.json,14,3,0,3
2025-04-18T01:57:51.460982Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,6,2,0,2
2025-04-18T01:57:51.463207Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,7,0,3,3
2025-04-18T01:57:51.464260Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,8,3,1,2
2025-04-18T01:57:51.466304Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,9,1,4,3
2025-04-18T01:57:51.468128Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,10,4,2,2
2025-04-18T01:57:51.470130Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,11,2,0,2
2025-04-18T01:57:51.475587Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_9a47.json,14,1,4,3
2025-04-18T01:57:51.489686Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_9767.json,2,0,2,2
2025-04-18T01:57:51.496560Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_9767.json,7,3,0,3
2025-04-18T01:57:51.502669Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_9767.json,11,0,2,2
2025-04-18T01:57:51.504927Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035751_9767.json,12,2,0,2
2025-04-18T01:57:51.611418Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_81fe.json,3,1,3,2
2025-04-18T01:57:51.616573Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_81fe.json,6,2,0,2
2025-04-18T01:57:51.617607Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_81fe.json,7,0,2,2
2025-04-18T01:57:51.623619Z,quantum_log_Cortex Creativus_act_nq4_20250418035751_81fe.json,11,3,1,2
2025-04-18T01:57:51.641329Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035751_ca5b.json,1,1,3,2
2025-04-18T01:57:51.644555Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035751_ca5b.json,3,2,4,2
2025-04-18T01:57:51.645565Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035751_ca5b.json,4,4,2,2
2025-04-18T01:57:51.682194Z,quantum_log_Cortex Criticus_act_nq4_20250418035751_baed.json,8,1,3,2
2025-04-18T01:57:51.684717Z,quantum_log_Cortex Criticus_act_nq4_20250418035751_baed.json,9,3,1,2
2025-04-18T01:57:51.685715Z,quantum_log_Cortex Criticus_act_nq4_20250418035751_baed.json,10,1,3,2
2025-04-18T01:57:51.688477Z,quantum_log_Cortex Criticus_act_nq4_20250418035751_baed.json,11,3,1,2
2025-04-18T01:57:51.711064Z,quantum_log_Limbus Affektus_act_nq4_20250418035751_d1e8.json,5,2,4,2
2025-04-18T01:57:51.712066Z,quantum_log_Limbus Affektus_act_nq4_20250418035751_d1e8.json,6,4,2,2
2025-04-18T01:57:51.723675Z,quantum_log_Limbus Affektus_act_nq4_20250418035751_d1e8.json,14,2,0,2
2025-04-18T01:57:51.741874Z,quantum_log_Meta Cognitio_act_nq4_20250418035751_e422.json,5,1,3,2
2025-04-18T01:57:51.746949Z,quantum_log_Meta Cognitio_act_nq4_20250418035751_e422.json,9,1,4,3
2025-04-18T01:57:51.777587Z,quantum_log_Cortex Socialis_act_nq4_20250418035751_0f4d.json,8,1,3,2
2025-04-18T01:57:51.813977Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035751_8b41.json,7,2,0,2
2025-04-18T01:57:51.816489Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035751_8b41.json,8,0,3,3
2025-04-18T01:57:51.818604Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035751_8b41.json,9,3,1,2
2025-04-18T01:57:51.850987Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_6925.json,8,1,3,2
2025-04-18T01:57:51.859551Z,quantum_log_Ethik und Moral_act_nq4_20250418035751_6925.json,14,1,4,3
2025-04-18T01:57:51.877646Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_0ac7.json,4,3,1,2
2025-04-18T01:57:51.884653Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035751_0ac7.json,9,2,4,2
2025-04-18T01:57:51.903622Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,1,1,3,2
2025-04-18T01:57:51.905700Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,2,3,0,3
2025-04-18T01:57:51.912632Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,7,3,1,2
2025-04-18T01:57:51.915744Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,9,1,3,2
2025-04-18T01:57:51.918807Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,11,4,2,2
2025-04-18T01:57:51.924080Z,quantum_log_Governance und Politik_act_nq4_20250418035751_f8aa.json,14,0,2,2
2025-04-18T01:57:51.935520Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_1c3a.json,1,1,3,2
2025-04-18T01:57:51.938044Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_1c3a.json,2,3,1,2
2025-04-18T01:57:51.944041Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_1c3a.json,7,3,1,2
2025-04-18T01:57:51.946571Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_1c3a.json,8,1,3,2
2025-04-18T01:57:51.950577Z,quantum_log_Synergien und Integration_act_nq4_20250418035751_1c3a.json,11,3,0,3
2025-04-18T01:57:51.966534Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,1,4,0,4
2025-04-18T01:57:51.968936Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,2,0,4,4
2025-04-18T01:57:51.971073Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,3,4,0,4
2025-04-18T01:57:51.972066Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,4,0,2,2
2025-04-18T01:57:51.974066Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,5,2,0,2
2025-04-18T01:57:51.974066Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,6,0,4,4
2025-04-18T01:57:51.978062Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,8,3,1,2
2025-04-18T01:57:51.979077Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,9,1,3,2
2025-04-18T01:57:51.981077Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,11,4,1,3
2025-04-18T01:57:51.983585Z,quantum_log_Technologie und Innovation_act_nq4_20250418035751_0c34.json,12,1,3,2
2025-04-18T01:57:51.998729Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,1,3,0,3
2025-04-18T01:57:52.004950Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,5,0,3,3
2025-04-18T01:57:52.006459Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,6,3,1,2
2025-04-18T01:57:52.007603Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,7,1,3,2
2025-04-18T01:57:52.008612Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,8,3,0,3
2025-04-18T01:57:52.010611Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035751_e674.json,9,0,2,2
2025-04-18T01:57:52.038792Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035752_2b82.json,5,1,4,3
2025-04-18T01:57:52.040789Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035752_2b82.json,6,4,2,2
2025-04-18T01:57:52.048648Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035752_2b82.json,10,3,1,2
2025-04-18T01:57:52.052648Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035752_2b82.json,12,0,2,2
2025-04-18T01:57:52.056323Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035752_2b82.json,14,1,4,3
2025-04-18T01:57:52.079769Z,quantum_log_Cortex Creativus_act_nq4_20250418035752_54e9.json,7,3,1,2
2025-04-18T01:57:52.093776Z,quantum_log_Cortex Creativus_act_nq4_20250418035752_54e9.json,13,1,3,2
2025-04-18T01:57:52.108788Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035752_3a6a.json,1,3,1,2
2025-04-18T01:57:52.109790Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035752_3a6a.json,2,1,3,2
2025-04-18T01:57:52.182351Z,quantum_log_Limbus Affektus_act_nq4_20250418035752_5479.json,6,0,2,2
2025-04-18T01:57:52.188435Z,quantum_log_Limbus Affektus_act_nq4_20250418035752_5479.json,10,1,4,3
2025-04-18T01:57:52.189435Z,quantum_log_Limbus Affektus_act_nq4_20250418035752_5479.json,11,4,1,3
2025-04-18T01:57:52.192435Z,quantum_log_Limbus Affektus_act_nq4_20250418035752_5479.json,13,1,3,2
2025-04-18T01:57:52.193435Z,quantum_log_Limbus Affektus_act_nq4_20250418035752_5479.json,14,3,0,3
2025-04-18T01:57:52.211005Z,quantum_log_Meta Cognitio_act_nq4_20250418035752_a892.json,4,1,3,2
2025-04-18T01:57:52.212016Z,quantum_log_Meta Cognitio_act_nq4_20250418035752_a892.json,5,3,1,2
2025-04-18T01:57:52.213016Z,quantum_log_Meta Cognitio_act_nq4_20250418035752_a892.json,6,1,4,3
2025-04-18T01:57:52.214016Z,quantum_log_Meta Cognitio_act_nq4_20250418035752_a892.json,7,4,2,2
2025-04-18T01:57:52.238699Z,quantum_log_Cortex Socialis_act_nq4_20250418035752_4dc9.json,1,4,1,3
2025-04-18T01:57:52.239708Z,quantum_log_Cortex Socialis_act_nq4_20250418035752_4dc9.json,2,1,3,2
2025-04-18T01:57:52.257183Z,quantum_log_Cortex Socialis_act_nq4_20250418035752_4dc9.json,14,1,3,2
2025-04-18T01:57:52.286460Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035752_b5d8.json,8,1,3,2
2025-04-18T01:57:52.287469Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035752_b5d8.json,9,3,1,2
2025-04-18T01:57:52.292990Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035752_b5d8.json,13,1,3,2
2025-04-18T01:57:52.293990Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035752_b5d8.json,14,3,1,2
2025-04-18T01:57:52.307704Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,1,4,2,2
2025-04-18T01:57:52.309698Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,3,3,1,2
2025-04-18T01:57:52.312213Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,4,1,3,2
2025-04-18T01:57:52.318267Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,8,1,3,2
2025-04-18T01:57:52.319266Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,9,3,1,2
2025-04-18T01:57:52.322777Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,11,1,3,2
2025-04-18T01:57:52.324818Z,quantum_log_Ethik und Moral_act_nq4_20250418035752_cca7.json,13,2,0,2
2025-04-18T01:57:52.356160Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035752_7c16.json,12,1,3,2
2025-04-18T01:57:52.371952Z,quantum_log_Governance und Politik_act_nq4_20250418035752_65da.json,2,4,2,2
2025-04-18T01:57:52.379034Z,quantum_log_Governance und Politik_act_nq4_20250418035752_65da.json,6,3,1,2
2025-04-18T01:57:52.380034Z,quantum_log_Governance und Politik_act_nq4_20250418035752_65da.json,7,1,3,2
2025-04-18T01:57:52.384645Z,quantum_log_Governance und Politik_act_nq4_20250418035752_65da.json,10,4,1,3
2025-04-18T01:57:52.385654Z,quantum_log_Governance und Politik_act_nq4_20250418035752_65da.json,11,1,3,2
2025-04-18T01:57:52.403985Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,1,1,3,2
2025-04-18T01:57:52.412717Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,7,2,0,2
2025-04-18T01:57:52.413717Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,8,0,2,2
2025-04-18T01:57:52.416747Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,10,2,0,2
2025-04-18T01:57:52.420033Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,12,0,2,2
2025-04-18T01:57:52.421039Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,13,2,0,2
2025-04-18T01:57:52.423038Z,quantum_log_Synergien und Integration_act_nq4_20250418035752_d816.json,14,0,3,3
2025-04-18T01:57:52.438648Z,quantum_log_Technologie und Innovation_act_nq4_20250418035752_5ebb.json,3,0,3,3
2025-04-18T01:57:52.442158Z,quantum_log_Technologie und Innovation_act_nq4_20250418035752_5ebb.json,5,2,0,2
2025-04-18T01:57:52.443159Z,quantum_log_Technologie und Innovation_act_nq4_20250418035752_5ebb.json,6,0,3,3
2025-04-18T01:57:52.448800Z,quantum_log_Technologie und Innovation_act_nq4_20250418035752_5ebb.json,10,4,2,2
2025-04-18T01:57:52.471437Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035752_d5e1.json,3,2,0,2
